Unnamed: 0,Year,Life_expectancy,Adult_Mortality,Alcohol,Percentage_expenditure,Hepatitis_B,Measles,BMI,Under_five_deaths,Polio,Total_expenditure,Diphtheria,Incidents_HIV,GDP,Population,Thinness_ten_nineteen_years,Thinness_five_nine_years,Income_composition_of_resources,Schooling,Region_Africa,Region_Asia,Region_Europe,Region_North America,Region_Oceania,Region_South America,Status_Developed
1297,2000,79.4,77.0,9.78,0.023234002272546926,94.0,16,55.0,3.0,97.0,0.5601783060921248,87.0,0.1,0.016844381982251508,0.4020917983903149,0.5,0.5,0.823,14.8,0,0,1,0,0,0,1
1298,2015,76.2,125.0,0.01,0.0,91.0,0,54.2,1.0,91.0,0.0636775631500743,91.0,0.5,0.3350708844808586,0.20279770302419894,1.8,1.7,0.729,12.8,0,0,0,1,0,0,0
1299,2014,75.8,133.0,3.83,0.31511686515472026,92.0,0,53.5,1.0,93.0,0.3707280832095097,92.0,0.5,0.3276297177074382,0.020213604541866367,1.8,1.7,0.727,12.8,0,0,0,1,0,0,0
1300,2013,75.6,136.0,3.79,0.004024483875619013,93.0,0,52.7,1.0,86.0,0.4115898959881129,93.0,0.6,0.0036760743753980925,0.020135928622326472,1.8,1.7,0.727,12.8,0,0,0,1,0,0,0
1301,2012,75.3,138.0,3.65,0.027411858601449818,96.0,0,52.0,1.0,96.0,0.39301634472511143,96.0,0.5,0.03507444165417474,0.02012215880022622,1.8,1.7,0.725,12.8,0,0,0,1,0,0,0
1302,2011,75.2,139.0,3.58,0.024465158270082672,92.0,1,51.2,1.0,93.0,0.35958395245170877,92.0,0.6,0.03454904326762046,0.19980075420493296,1.8,1.7,0.722,12.8,0,0,0,1,0,0,0
1303,2010,75.0,138.0,3.55,0.29249307867507685,94.0,0,5.5,1.0,94.0,0.3662704309063893,94.0,0.5,0.31595187550694165,0.019891178861303503,1.8,1.7,0.721,12.7,0,0,0,1,0,0,0
1304,2009,74.7,142.0,3.33,0.17382218960544954,9.0,0,49.7,1.0,93.0,0.3558692421991085,93.0,0.6,0.2896726417335212,0.0020088405082462524,1.9,1.7,0.721,12.7,0,0,0,1,0,0,0
1305,2008,74.5,145.0,3.51,0.023425692605419688,92.0,2,48.9,1.0,91.0,0.3736998514115899,91.0,0.4,0.03312777298852903,0.01970765184777243,1.9,1.7,0.718,12.6,0,0,0,1,0,0,0
1306,2007,74.2,148.0,3.64,0.018896071952405048,92.0,0,48.1,1.0,94.0,0.3343239227340267,92.0,0.9,0.03110461699706951,0.19598573672396727,1.9,1.7,0.714,12.5,0,0,0,1,0,0,0
1307,2006,74.0,15.0,3.63,0.1431337732913339,97.0,0,47.2,1.0,99.0,0.28603268945022287,95.0,1.5,0.29100804476998854,0.019506894902997958,1.9,1.7,0.709,12.5,0,0,0,1,0,0,0
1308,2005,73.5,161.0,3.59,0.012518317672571612,99.0,0,46.3,1.0,99.0,0.32169390787518576,99.0,1.9,0.03243629297283057,0.1938112346636841,1.9,1.7,0.706,12.4,0,0,0,1,0,0,0
1309,2004,73.3,165.0,3.67,0.14182853024517378,98.0,0,45.4,1.0,97.0,0.3291233283803863,98.0,0.1,0.2509697858327406,0.19268874701186034,1.9,1.8,0.689,11.1,0,0,0,1,0,0,0
1310,2003,73.1,166.0,3.48,0.11473888246859068,36.0,0,44.5,1.0,99.0,0.31129271916790485,96.0,0.1,0.2337750820128001,0.19154013200528225,1.9,1.8,0.694,11.9,0,0,0,1,0,0,0
1311,2002,73.0,167.0,3.76,0.15568649053438333,6.0,0,43.5,1.0,99.0,0.3335809806835067,99.0,0.1,0.2426355689038642,0.19033509603532928,2.0,1.8,0.69,11.7,0,0,0,1,0,0,0
1312,2001,72.7,171.0,3.89,0.11816786322085515,6.0,0,42.5,1.0,99.0,0.3692421991084695,99.0,0.1,0.22902714469292076,0.018901870104254502,2.0,1.8,0.68,10.9,0,0,0,1,0,0,0
1313,2000,72.6,171.0,3.46,0.018309161309549214,6.0,0,41.6,1.0,95.0,0.4041604754829123,93.0,0.1,0.022624171032640413,0.18761064846470368,2.0,1.9,0.682,11.4,0,0,0,1,0,0,0
1314,2015,83.7,55.0,0.01,0.0,6.0,35,29.0,3.0,99.0,0.0636775631500743,96.0,0.1,0.08398797359132985,0.00897559373177926,2.1,1.8,0.902,15.3,0,1,0,0,0,0,1
1315,2014,83.5,57.0,0.01,0.06551045018907228,6.0,462,28.6,3.0,99.0,0.0638930163447251,96.0,0.1,0.26286514295163643,0.008985126685540972,2.0,1.7,0.899,15.3,0,1,0,0,0,0,1
1316,2013,83.5,56.0,7.55,0.06964066565950319,6.0,229,28.2,3.0,99.0,0.06537890044576523,96.0,0.1,0.30054382735486435,0.008997060531361192,2.0,1.7,0.894,15.3,0,1,0,0,0,0,1
1317,2012,83.3,58.0,7.39,0.08966440190132467,6.0,228,27.8,3.0,99.0,0.05943536404160475,97.0,0.1,0.32815165476497277,0.009010053594266048,1.9,1.7,0.889,15.3,0,1,0,0,0,0,1
1318,2011,82.5,64.0,7.39,0.0531167752395233,6.0,434,27.4,4.0,96.0,0.0988112927191679,97.0,0.1,0.08398797359132985,0.009024458946617082,1.9,1.6,0.884,15.1,0,1,0,0,0,0,1
1319,2010,83.0,62.0,6.9,0.6364248107525771,6.0,450,26.9,4.0,98.0,0.6842496285289748,97.0,0.1,0.300761767160479,8.847993380316907e-05,1.9,1.6,0.879,15.1,0,1,0,0,0,0,1
1320,2009,83.0,64.0,7.09,0.6631001707579759,6.0,741,26.4,4.0,99.0,0.6790490341753342,97.0,0.1,0.3275913699319769,0.000904783233695136,1.8,1.6,0.881,15.0,0,1,0,0,0,0,1
1321,2008,82.7,66.0,7.11,0.0531167752395233,6.0,16,25.9,4.0,98.0,0.6114413075780089,98.0,0.1,0.08398797359132985,0.0009059130652520799,1.8,1.5,0.88,15.0,0,1,0,0,0,0,1
1322,2007,82.6,67.0,7.29,0.0531167752395233,6.0,0,25.4,4.0,97.0,0.5854383358098069,98.0,0.1,0.08398797359132985,8.805624696931511e-05,1.8,1.5,0.877,15.0,0,1,0,0,0,0,1
1323,2006,82.4,68.0,7.49,0.0531167752395233,6.0,520,24.9,4.0,95.0,0.5809806835066864,98.0,0.1,0.08398797359132985,0.009025941850535572,1.7,1.5,0.873,14.9,0,1,0,0,0,0,1
1324,2005,82.0,69.0,7.99,0.0531167752395233,6.0,0,24.4,4.0,95.0,0.5802377414561664,98.0,0.1,0.08398797359132985,0.009020222078278543,1.7,1.5,0.87,14.9,0,1,0,0,0,0,1
1325,2004,82.1,68.0,7.7,0.0531167752395233,6.0,16,23.8,4.0,97.0,0.5891530460624071,99.0,0.1,0.08398797359132985,0.009019374704610835,1.7,1.4,0.866,14.8,0,1,0,0,0,0,1
1326,2003,81.9,7.0,7.83,0.426781687397257,6.0,16,23.4,5.0,97.0,0.5668647845468053,97.0,0.1,0.23533945005378323,0.009016338282301549,1.7,1.4,0.863,14.8,0,1,0,0,0,0,1
1327,2002,81.8,7.0,7.87,0.0531167752395233,6.0,16,22.9,5.0,89.0,0.5557206537890044,96.0,0.1,0.08398797359132985,0.008997060531361192,1.7,1.4,0.86,14.7,0,1,0,0,0,0,1
1328,2001,81.5,72.0,8.03,0.0531167752395233,6.0,16,22.5,5.0,81.0,0.5482912332838038,95.0,0.1,0.08398797359132985,0.008976158647557731,1.7,1.4,0.856,14.6,0,1,0,0,0,0,1
1329,2000,81.1,74.0,7.97,0.0531167752395233,6.0,16,22.2,5.0,98.0,0.5319465081723626,85.0,0.1,0.08398797359132985,0.008954550619031179,1.6,1.4,0.852,14.5,0,1,0,0,0,0,1
1330,2015,74.1,112.0,0.01,0.0,99.0,0,65.6,4.0,99.0,0.0636775631500743,99.0,0.1,0.03343153002224412,0.06467565395886268,4.0,4.0,0.741,13.1,0,1,0,0,0,0,0
1331,2014,74.0,113.0,0.41,0.04710723312336656,98.0,20,64.8,4.0,98.0,0.5260029717682021,98.0,0.1,0.031403613201596896,0.006277767817214156,3.9,3.9,0.737,13.1,0,1,0,0,0,0,0
1332,2013,73.9,114.0,0.4,0.40310809816527454,98.0,120,64.0,4.0,98.0,0.5096582466567607,98.0,0.1,0.2693890117725637,0.5941099197586567,3.9,3.9,0.737,13.1,0,1,0,0,0,0,0
1333,2012,73.7,115.0,0.41,0.04992669916271369,98.0,3,63.2,4.0,98.0,0.5668647845468053,98.0,0.1,0.026058299913478994,0.564388923894052,3.9,3.9,0.735,12.9,0,1,0,0,0,0,0
1334,2011,73.6,116.0,0.43,0.050785477412004905,98.0,0,62.4,4.0,98.0,0.5958395245170877,98.0,0.1,0.026029339681874136,0.534898201823647,3.8,3.9,0.737,13.1,0,1,0,0,0,0,0
1335,2010,73.4,117.0,0.51,0.5279935153036334,98.0,0,61.7,4.0,98.0,0.5980683506686478,98.0,0.1,0.24821724833356348,0.05071566708468081,3.8,3.8,0.739,13.2,0,1,0,0,0,0,0
1336,2009,73.3,118.0,0.59,0.49316652128113736,98.0,0,6.9,4.0,98.0,0.6812778603268944,98.0,0.1,0.23559191203001717,0.48166710600637525,3.8,3.8,0.742,13.6,0,1,0,0,0,0,0
1337,2008,73.1,119.0,0.61,0.3947418077747584,97.0,2,6.1,4.0,98.0,0.6248142644873699,97.0,0.1,0.2284074404459163,0.45827295501723947,3.8,3.8,0.739,13.6,0,1,0,0,0,0,0
1338,2007,73.0,12.0,0.6,0.27526309982939184,98.0,41,59.3,4.0,98.0,0.5928677563150074,98.0,0.1,0.1863687072049437,0.4373265134817504,3.8,3.8,0.736,13.6,0,1,0,0,0,0,0
1339,2006,72.8,121.0,0.59,0.23108958674808208,98.0,1,58.6,4.0,98.0,0.6263001485884101,98.0,0.1,0.17114738156119197,0.4190402603470857,3.9,3.8,0.733,13.7,0,1,0,0,0,0,0
1340,2005,72.4,127.0,0.55,0.020237517931897167,95.0,28,57.8,4.0,95.0,0.6322436849925707,95.0,0.1,0.01499467278164257,0.40349653208795766,3.9,3.8,0.73,13.8,0,1,0,0,0,0,0
1341,2004,72.5,125.0,0.54,0.023985770279784307,95.0,21,57.0,4.0,95.0,0.6783060921248143,95.0,0.1,0.017533804990360485,0.3908907189492454,3.9,3.8,0.723,13.5,0,1,0,0,0,0,0
1342,2003,72.3,127.0,0.54,0.16871686678419218,97.0,76,56.3,4.0,97.0,0.6523031203566122,97.0,0.1,0.12740086980845353,0.38108794728883855,3.9,3.9,0.717,13.2,0,1,0,0,0,0,0
1343,2002,72.1,129.0,0.54,0.19111578289807363,95.0,19,55.5,4.0,95.0,0.6916790490341753,95.0,0.1,0.1222087015993213,0.3733707740680779,3.9,3.9,0.712,13.0,0,1,0,0,0,0,0
1344,2001,71.9,131.0,0.55,0.1834022109685812,97.0,61,54.8,4.0,97.0,0.7080237741456167,99.0,0.1,0.11653752209068446,0.3667325899841986,4.0,3.9,0.706,12.7,0,1,0,0,0,0,0
1345,2000,71.7,133.0,0.49,0.16762013412046264,93.0,32,54.0,4.0,94.0,0.6894502228826151,91.0,0.1,0.1117873812969317,0.003621039525532887,4.0,4.0,0.7,12.6,0,1,0,0,0,0,0
1346,2015,72.0,198.0,0.01,0.0,98.0,526,53.1,5.0,98.0,0.0636775631500743,98.0,0.1,0.010684637792622482,0.04337550453157784,2.4,2.5,0.793,15.0,0,1,0,0,0,0,0
1347,2014,69.9,22.0,6.29,0.018026797598862845,95.0,321,52.3,5.0,95.0,0.2964338781575037,95.0,0.1,0.08672449290998331,0.04337550453157784,2.4,2.5,0.789,15.0,0,1,0,0,0,0,0
1348,2013,69.5,28.0,6.48,0.019474066575802664,99.0,73,51.4,6.0,98.0,0.2919762258543833,98.0,0.1,0.09369621985431027,0.1225331275439305,2.4,2.5,0.782,15.0,0,1,0,0,0,0,0
1349,2012,69.1,214.0,6.82,0.17356398210022178,95.0,55,5.6,7.0,98.0,0.2934621099554235,99.0,0.1,0.8359720738419584,0.04337550453157784,2.4,2.5,0.774,14.7,0,1,0,0,0,0,0
1350,2011,68.5,224.0,6.63,0.1321292068497488,99.0,127,49.9,7.0,99.0,0.3142644873699851,99.0,0.1,0.7851634194154449,0.01168895483025234,2.3,2.5,0.766,14.4,0,1,0,0,0,0,0
1351,2010,67.8,236.0,6.83,0.008223779150559666,99.0,4,49.2,8.0,98.0,0.30089153046062406,99.0,0.1,0.006477496515497921,0.04337550453157784,2.3,2.5,0.763,14.5,0,1,0,0,0,0,0
1352,2009,67.8,235.0,6.64,0.596039890392234,99.0,0,48.5,8.0,99.0,0.2793462109955423,98.0,0.1,0.48351396668026897,0.011950581450157163,2.3,2.5,0.758,14.6,0,1,0,0,0,0,0
1353,2008,66.6,258.0,7.6,0.5223576703278724,99.0,20,47.9,9.0,99.0,0.24368499257057946,99.0,0.1,0.5745179334104377,0.0011044103469126613,2.4,2.5,0.758,14.6,0,1,0,0,0,0,0
1354,2007,65.3,288.0,7.44,0.368526728594091,94.0,13,47.3,9.0,94.0,0.20950965824665674,93.0,0.1,0.456929816224643,0.04337550453157784,2.4,2.5,0.754,14.7,0,1,0,0,0,0,0
1355,2006,65.0,295.0,7.08,0.05619280523795332,99.0,109,46.8,9.0,99.0,0.24962852897473997,99.0,0.1,0.3570466177538979,0.010864036564738676,2.4,2.5,0.747,14.3,0,1,0,0,0,0,0
1356,2005,64.6,294.0,6.94,0.25947977550903806,94.0,16,46.3,9.0,99.0,0.32169390787518576,98.0,0.1,0.25443269743074776,0.10695938813407117,2.4,2.5,0.737,13.9,0,1,0,0,0,0,0
1357,2004,64.7,287.0,6.55,0.025011834415709446,99.0,16,45.8,9.0,99.0,0.2659732540861813,82.0,0.1,0.19388943034654224,0.10683623649436429,2.5,2.6,0.725,13.5,0,1,0,0,0,0,0
1358,2003,64.4,282.0,6.58,0.01728143406658949,99.0,24,45.3,9.0,99.0,0.2473997028231798,99.0,0.1,0.0179837855249576,0.010583979567561208,2.5,2.6,0.714,13.1,0,1,0,0,0,0,0
1359,2002,64.7,276.0,5.99,0.10700581203774484,95.0,18,44.8,9.0,95.0,0.24071322436849923,95.0,0.1,0.1118158783710986,0.04337550453157784,2.6,2.6,0.7,12.7,0,1,0,0,0,0,0
1360,2001,64.4,284.0,5.75,0.009298402411658517,95.0,94,44.4,10.0,95.0,0.23031203566121844,95.0,0.1,0.010005969122033368,0.04337550453157784,2.6,2.7,0.685,12.3,0,1,0,0,0,0,0
1361,2000,63.9,292.0,6.0,0.08299359699846322,99.0,245,43.9,10.0,96.0,0.2815750371471025,97.0,0.1,0.08290374035424267,0.04337550453157784,2.7,2.7,0.676,12.1,0,1,0,0,0,0,0
1362,2015,63.4,249.0,0.01,0.0,89.0,95,22.0,75.0,83.0,0.0636775631500743,89.0,0.1,0.09100416550583981,0.04337550453157784,7.8,7.6,0.55,11.1,1,0,0,0,0,0,0
1363,2014,62.9,255.0,0.01,0.12607659884827666,92.0,354,21.3,3.5,93.0,0.3974739970282318,92.0,0.1,0.09003724234649427,0.0326514964654279,7.8,7.7,0.546,11.1,1,0,0,0,0,0,0
1364,2013,62.6,258.0,1.84,0.12236562359020556,93.0,190,2.7,3.5,94.0,0.3863298662704309,87.0,0.1,0.08284682760606482,0.04337550453157784,7.9,7.7,0.541,11.1,1,0,0,0,0,0,0
1365,2012,62.1,263.0,1.81,0.11373484430745633,94.0,0,2.1,3.5,94.0,0.3803863298662704,94.0,0.1,0.07786180389496547,0.04337550453157784,8.0,7.8,0.536,11.1,1,0,0,0,0,0,0
1366,2011,61.2,278.0,1.8,0.08090220537132754,96.0,16,19.5,3.5,97.0,0.3610698365527489,96.0,0.1,0.0665351137125047,0.04337550453157784,8.1,7.9,0.53,11.1,1,0,0,0,0,0,0
1367,2010,63.0,294.0,1.73,0.04173223986477555,9.0,95,18.9,3.5,93.0,0.2674591381872214,93.0,0.1,0.06517860193494798,0.2919991755054213,8.2,8.0,0.523,11.1,1,0,0,0,0,0,0
1368,2009,59.1,317.0,1.86,0.005270453237223046,88.0,16,18.4,3.5,89.0,0.2823179791976226,88.0,0.1,0.006151239830715133,0.029918645772597532,8.2,8.1,0.514,10.7,1,0,0,0,0,0,0
1369,2008,57.9,339.0,1.71,0.0446271102394754,88.0,16,17.9,3.5,88.0,0.26225854383358094,88.0,0.1,0.06177353226857389,0.04337550453157784,8.3,8.2,0.506,10.4,1,0,0,0,0,0,0
1370,2007,56.8,356.0,1.97,0.04412436258674604,81.0,16,17.3,3.5,76.0,0.3291233283803863,81.0,0.1,0.0565278703540499,0.027438312432744128,8.4,8.3,0.494,10.1,1,0,0,0,0,0,0
1371,2006,55.3,388.0,1.76,0.03879276879577612,8.0,16,16.9,3.5,77.0,0.287518573551263,93.0,0.1,0.04697602325265786,0.0026474071813364823,8.5,8.4,0.483,9.7,1,0,0,0,0,0,0
1372,2005,54.1,412.0,1.82,0.029171186187189786,76.0,153,16.4,3.5,93.0,0.2964338781575037,76.0,0.1,0.03497092337494661,0.25761953105917546,8.6,8.5,0.474,9.6,1,0,0,0,0,0,0
1373,2004,53.0,432.0,1.43,0.026767816525158212,73.0,20,15.9,3.5,73.0,0.29123328380386326,73.0,0.1,0.030859366433441428,0.25243946521400457,8.7,8.6,0.461,8.9,1,0,0,0,0,0,0
1374,2003,52.4,437.0,1.49,0.026439130297283255,73.0,65,15.5,3.5,75.0,0.3031203566121842,73.0,0.1,0.02936117028013377,0.2410649566289442,8.8,8.8,0.45,8.2,1,0,0,0,0,0,0
1375,2002,52.1,437.0,1.66,0.024141745031241245,84.0,766,15.1,3.5,83.0,0.3098068350668648,84.0,0.1,0.026604756851109426,0.023452125470901437,8.9,8.9,0.451,8.5,1,0,0,0,0,0,0
1376,2001,51.9,434.0,1.63,0.0028374188631624755,6.0,16,14.7,3.5,77.0,0.31575037147102525,93.0,0.1,0.002706252209569604,0.04337550453157784,9.0,9.0,0.447,8.4,1,0,0,0,0,0,0
1377,2000,51.9,428.0,1.51,0.0005027097440569563,6.0,16,14.4,3.5,93.0,0.3202080237741456,82.0,0.1,0.002854969619541536,0.22211422130985187,9.2,9.1,0.448,8.4,1,0,0,0,0,0,0
1378,2015,66.3,198.0,0.01,0.0,82.0,0,77.6,0.0,93.0,0.0636775631500743,78.0,0.1,0.09603343776125144,0.0007918000780007461,0.1,0.1,0.586,11.9,0,0,0,0,1,0,0
1379,2014,66.1,2.0,0.01,0.07217576215811763,75.0,0,77.1,0.0,79.0,0.06240713224368499,75.0,0.1,0.11358638441001048,0.0008066997316579438,0.1,0.1,0.597,11.9,0,0,0,0,1,0,0
1380,2013,65.8,22.0,0.01,0.1012219401304712,95.0,0,76.7,0.0,91.0,0.057949479940564624,95.0,0.1,0.11627400676972428,0.001306438352188692,0.1,0.1,0.589,11.9,0,0,0,0,1,0,0
1381,2012,65.7,24.0,0.01,0.10874082991758532,94.0,0,76.2,0.0,92.0,0.07429420505200596,94.0,0.1,0.1189369770989564,0.0011707173364108063,0.1,0.1,0.581,11.9,0,0,0,0,1,0,0
1382,2011,65.5,26.0,0.53,0.022467950597598048,95.0,0,75.7,0.0,95.0,0.07800891530460624,99.0,0.1,0.11413111324122883,0.0010325248141021058,0.1,0.1,0.585,11.9,0,0,0,0,1,0,0
1383,2010,65.3,27.0,0.48,0.013433861704933018,91.0,0,75.2,0.0,95.0,0.08543833580980684,91.0,0.1,0.10066916240129792,0.0008910134115948823,0.1,0.1,0.584,11.9,0,0,0,0,1,0,0
1384,2009,65.2,28.0,0.54,0.11968120832278667,86.0,0,74.6,0.0,84.0,0.8818722139673105,86.0,0.1,0.08744805194419066,0.0001083226005219963,0.1,0.1,0.576,11.9,0,0,0,0,1,0,0
1385,2008,65.1,21.0,0.46,0.1236116633267655,83.0,0,74.1,0.0,74.0,0.8811292719167905,82.0,0.1,0.09528016834507995,0.000692727973351228,0.2,0.1,0.572,11.6,0,0,0,0,1,0,0
1386,2007,65.0,211.0,0.68,0.1391650389720326,96.0,0,73.4,0.0,93.0,0.9873699851411589,94.0,0.1,0.09152123677793256,0.006798549550492985,0.2,0.1,0.574,11.8,0,0,0,0,1,0,0
1387,2006,65.0,212.0,0.76,0.013417611631309589,88.0,0,72.8,0.0,86.0,0.11589895988112926,86.0,0.1,0.07761189448183099,0.0006632111239260687,0.2,0.1,0.576,12.1,0,0,0,0,1,0,0
1388,2005,64.9,213.0,0.6,0.08240220283007114,5.0,0,72.1,0.0,74.0,0.09138187221396732,79.0,0.1,0.08186421223804732,0.006517080263869336,0.2,0.2,0.0,12.2,0,0,0,0,1,0,0
1389,2004,64.8,214.0,0.48,0.007834882336038277,67.0,0,71.4,0.0,61.0,0.07578008915304606,62.0,0.1,0.00755598972541853,0.0006714024027139119,0.2,0.2,0.0,12.4,0,0,0,0,1,0,0
1390,2003,64.7,215.0,0.5,0.0013019060431817544,73.0,0,7.6,0.0,79.0,0.7139673105497771,93.0,0.1,0.007674640914601946,0.006274872623849488,0.2,0.2,0.0,11.6,0,0,0,0,1,0,0
1391,2002,64.6,217.0,0.49,0.05217888327966887,79.0,0,69.7,0.0,96.0,0.6485884101040118,77.0,0.1,0.05567771949819844,0.006165278962825929,0.2,0.2,0.0,11.7,0,0,0,0,1,0,0
1392,2001,64.3,219.0,0.6,0.04422631139235568,85.0,0,68.8,0.0,88.0,0.6411589895988112,85.0,0.1,0.049492637728134115,0.006060416471447074,0.2,0.2,0.0,10.4,0,0,0,0,1,0,0
1393,2000,64.1,222.0,0.46,0.008167590179595324,9.0,0,67.9,0.0,93.0,0.575780089153046,93.0,0.1,0.053666894239949,0.0005940089410632548,0.2,0.2,0.0,10.0,0,0,0,0,1,0,0
1394,2015,74.7,81.0,0.01,0.0,99.0,18,71.4,1.0,99.0,0.0636775631500743,99.0,0.1,0.08398797359132985,2.8951933646687405e-05,3.5,3.4,0.799,13.3,0,1,0,0,0,0,0
1395,2014,74.6,82.0,0.01,0.0531167752395233,96.0,55,7.8,1.0,94.0,0.225111441307578,95.0,0.1,0.08398797359132985,2.8951933646687405e-05,3.4,3.4,0.787,13.0,0,1,0,0,0,0,0
1396,2013,74.5,83.0,0.01,0.0531167752395233,99.0,62,7.2,1.0,99.0,0.162704309063893,99.0,0.1,0.08398797359132985,2.8951933646687405e-05,3.4,3.3,0.796,13.1,0,1,0,0,0,0,0
1397,2012,74.3,84.0,0.01,0.0531167752395233,98.0,27,69.5,1.0,98.0,0.16344725111441305,98.0,0.1,0.08398797359132985,2.8951933646687405e-05,3.4,3.3,0.794,13.2,0,1,0,0,0,0,0
1398,2011,74.2,85.0,0.02,0.0531167752395233,99.0,32,69.0,1.0,99.0,0.1671619613670134,99.0,0.1,0.08398797359132985,2.8951933646687405e-05,3.3,3.2,0.792,13.4,0,1,0,0,0,0,0
1399,2010,74.0,86.0,0.01,0.0531167752395233,99.0,13,68.4,1.0,98.0,0.17756315007429418,98.0,0.1,0.08398797359132985,2.8951933646687405e-05,3.3,3.2,0.79,13.5,0,1,0,0,0,0,0
1400,2009,73.9,87.0,0.1,0.0531167752395233,99.0,0,67.9,1.0,99.0,0.2600297176820208,99.0,0.1,0.08398797359132985,2.8951933646687405e-05,3.3,3.2,0.788,13.6,0,1,0,0,0,0,0
1401,2008,73.8,88.0,0.03,0.0531167752395233,99.0,0,67.5,1.0,99.0,0.11589895988112926,99.0,0.1,0.08398797359132985,2.8951933646687405e-05,3.3,3.1,0.787,13.8,0,1,0,0,0,0,0
1402,2007,73.7,89.0,0.03,0.0531167752395233,99.0,0,67.1,1.0,99.0,0.13075780089153044,99.0,0.1,0.08398797359132985,2.8951933646687405e-05,3.2,3.1,0.787,13.9,0,1,0,0,0,0,0
1403,2006,73.6,89.0,0.01,0.0531167752395233,99.0,0,66.7,1.0,99.0,0.13967310549777118,99.0,0.1,0.08398797359132985,2.8951933646687405e-05,3.2,3.1,0.787,14.1,0,1,0,0,0,0,0
1404,2005,73.6,9.0,0.01,0.17667494341928766,99.0,10,66.3,1.0,99.0,0.14933135215453192,99.0,0.1,0.23944739869376494,2.8951933646687405e-05,3.2,3.1,0.789,14.2,0,1,0,0,0,0,0
1405,2004,73.5,91.0,0.02,0.0531167752395233,94.0,23,65.9,1.0,98.0,0.17756315007429418,98.0,0.1,0.08398797359132985,2.8951933646687405e-05,3.2,3.0,0.791,14.4,0,1,0,0,0,0,0
1406,2003,73.4,93.0,0.03,0.11726200125737767,99.0,0,65.5,1.0,99.0,0.21248142644873702,99.0,0.1,0.15320834027104857,2.8951933646687405e-05,3.2,3.0,0.788,14.1,0,1,0,0,0,0,0
1407,2002,73.3,94.0,0.01,0.8920802175029935,99.0,0,65.0,1.0,99.0,0.23699851411589895,99.0,0.1,0.08398797359132985,2.8951933646687405e-05,3.2,3.0,0.785,13.9,0,1,0,0,0,0,0
1408,2001,73.2,95.0,0.01,0.08347930255511665,99.0,0,64.5,1.0,99.0,0.24071322436849923,99.0,0.1,0.11159018192707394,2.8951933646687405e-05,3.2,3.0,0.786,14.0,0,1,0,0,0,0,0
1409,2000,73.2,96.0,0.01,0.707898357035999,95.0,6,64.0,1.0,94.0,0.1589895988112927,98.0,0.1,0.08398797359132985,2.8951933646687405e-05,3.2,3.1,0.786,14.1,0,1,0,0,0,0,0
1410,2015,71.1,166.0,0.01,0.0,97.0,16,44.9,3.0,97.0,0.0636775631500743,97.0,0.1,0.0013389353410233177,2.8951933646687405e-05,3.3,3.4,0.662,13.0,0,1,0,0,0,0,0
1411,2014,78.0,17.0,0.01,0.0,96.0,318,43.9,4.0,95.0,0.4539375928677563,96.0,0.1,0.0013389353410233177,2.8951933646687405e-05,3.3,3.4,0.656,12.8,0,1,0,0,0,0,0
1412,2013,77.0,174.0,0.01,0.0,97.0,1,43.0,4.0,97.0,0.46879643387815745,97.0,0.1,0.0013389353410233177,2.8951933646687405e-05,3.3,3.3,0.647,12.5,0,1,0,0,0,0,0
1413,2012,69.9,18.0,0.01,0.0,96.0,0,42.2,4.0,94.0,0.49034175334323915,96.0,0.1,0.0013389353410233177,2.8951933646687405e-05,3.2,3.3,0.638,12.3,0,1,0,0,0,0,0
1414,2011,69.4,188.0,3.28,0.0,96.0,222,41.4,4.0,94.0,0.4316493313521545,96.0,0.2,0.0013389353410233177,2.8951933646687405e-05,3.2,3.3,0.632,12.1,0,1,0,0,0,0,0
1415,2010,68.8,199.0,2.73,0.0,96.0,0,4.7,4.0,88.0,0.4673105497771174,96.0,0.1,0.0013389353410233177,2.8951933646687405e-05,3.2,3.3,0.631,12.2,0,1,0,0,0,0,0
1416,2009,68.5,21.0,2.39,0.0,96.0,1,4.1,4.0,96.0,0.47696879643387813,95.0,0.1,0.0013389353410233177,2.8951933646687405e-05,3.3,3.4,0.629,12.4,0,1,0,0,0,0,0
1417,2008,67.6,217.0,2.53,0.0,97.0,16,39.5,4.0,95.0,0.4702823179791976,95.0,0.2,0.0013389353410233177,2.8951933646687405e-05,3.3,3.4,0.624,12.6,0,1,0,0,0,0,0
1418,2007,67.2,229.0,2.77,0.0,94.0,40,39.0,4.0,94.0,0.4829123328380386,94.0,0.1,0.0013389353410233177,2.8951933646687405e-05,3.3,3.4,0.618,12.6,0,1,0,0,0,0,0
1419,2006,66.7,234.0,2.48,0.0,9.0,27,38.5,4.0,93.0,0.4725111441307578,92.0,0.1,0.0013389353410233177,2.8951933646687405e-05,3.3,3.4,0.613,12.5,0,1,0,0,0,0,0
1420,2005,66.9,224.0,2.81,0.0,97.0,53,38.0,4.0,98.0,0.4049034175334324,98.0,0.1,0.0013389353410233177,2.8951933646687405e-05,3.4,3.4,0.612,12.4,0,1,0,0,0,0,0
1421,2004,67.1,218.0,3.41,0.0,99.0,8,37.5,4.0,98.0,0.3863298662704309,99.0,0.1,0.0013389353410233177,2.8951933646687405e-05,3.4,3.4,0.609,12.5,0,1,0,0,0,0,0
